Card No., Card name, When released, When released another format, History of the card, Number of times the card was changed
04/02/2020|On 4/2/2020, a Balance Update, increased the Zappies’ damage by 20%, but also decreased their hit speed to 2 sec (from 1.6 sec), increased their initial attack speed to 1 sec (from 1.4 sec) and gave the Zappies a new 0.15 seconds deploy stagger from each other.
02/06/2020|On 2/6/2020, a Balance Update, decreased the deploy stagger for each Zappy to 0.1 seconds (from 0.15 seconds).
07/07/2020|On 7/7/2020, a Balance Update, increased the Zappies' damage by 14%, but decreased their hit speed by 5% (from 2 seconds to 2.1 seconds).
09/09/2020|On 9/9/2020, a Balance Update, decreased the Zappies' first attack speed to 0.9 seconds (from 1.1 seconds).
30/03/2021|On 30/3/21, a Balance Update increased the Zappies' first attack speed to 1.1 seconds (from 0.9 seconds).",7
54,Rascals,25 May 2018,25/05/2018,"02/07/2018|On 2/7/2018, a Balance Update, decreased the Rascal Boy's hitpoints by 5.3% and made the Rascal Girls' initial attack slower.
04/03/2019|On 4/3/2019, a Balance Update, gave the Rascals a new 0.15 seconds deploy stagger from each other.
11/03/2019|On 11/3/2019, a maintenance break changed the deployment of the Rascals by making the Rascal Boy spawn first instead of the Rascal Girls.
03/06/2019|On 3/6/2019, a Balance Update, decreased the Rascal Boy’s hit speed by 13% (1.3sec → 1.5sec).
01/07/2019|On 1/7/2019, the July 2019 Update, decreased the Rascal Boy's range to 0.8 tiles (from 1 tile), now classified as Melee: Short.
02/06/2020|On 2/6/2020, a Balance Update, decreased the deploy stagger for each Rascal to 0.1 seconds (from 0.15 seconds).
07/06/2021|On 7/6/21, the 2021 Quarter 2 Update decreased the Rascal Girls' first attack speed to 0.8 sec (from 1 sec). It also moved the Arena to unlock the Rascals from Jungle Arena (Arena 9) to Rascal’s Hideout (Arena 13).
07/12/2021|On 7/12/21, the 2021 Quarter 4 Update decreased the Rascal Girls’ hit speed to 1 sec (from 1.1 sec).",8
55,Cannon Cart,5 August 2017,05/08/2017,"09/10/2017|On 9/10/2017, the Epic Quests Update, increased the Cannon Cart's hitpoints and shield hitpoints by 5%. The same update also fixed a bug where troops would stop targeting the Cannon Cart or get stuck behind a broken Cannon Cart. In addition, it fixed a bug where the Inferno Tower's and Inferno Dragon's damage did not reset after breaking the Cannon Cart's shield. This change was reverted on 11/10/2017, in a maintenance break.
12/12/2017|On 12/12/2017, the Electrifying Update reverted the Cannon Cart to its state on 9/10/2017. More specifically, the Inferno Tower's and Inferno Dragon's damage would now reset after breaking the Cannon Cart's shield.
25/04/2018|On 25/4/2018, the Clan Wars Update, changed the death animation of the Cannon Cart. The same update also fixed a bug where the Cannon Cart was not being targeted after losing its shield.
06/08/2018|On 6/8/2018, a Balance Update, increased the Cannon Cart's cannon phase lifetime to 30 sec (from 20 sec), accelerated the cannon deploy animation and gave it knock-back immunity.
03/09/2018|On 3/9/2018, a Balance Update, decreased the Cannon Cart's range to 5 tiles (from 5.5 tiles).
05/11/2018|On 5/11/2018, a Balance Update, decreased the Cannon Cart's hit speed to 1.3 seconds (from 1.2 seconds).
04/02/2019|On 4/2/2019, a Balance Update, increased the Cannon Cart's hit speed to 1.2 seconds (from 1.3 seconds).
01/07/2019|On 1/7/2019, the July 2019 Update, increased the Cannon Cart's hitspeed to 1 second (from 1.2 seconds), increased its range to 5.5 tiles (from 5 tiles), and decreased the damage by 17%. It also increased the base hitpoints and shield hitpoints by 1.5%.
03/03/2020|On 3/3/2020, a Balance Update, increased the Cannon Cart's damage by 5%.
30/03/2021|On 30/3/21, a Balance Update decreased the Cannon Cart's movement speed to Medium (60) (from Fast (90)).
07/06/2021|On 7/6/21, the 2021 Quarter 2 Update decreased the Cannon Cart's hit speed in its unshielded form to 0.9 sec (from 1 sec). It also moved the Arena to unlock the Cannon Cart from Hog Mountain (Arena 10) to Legendary Arena (Arena 15).
04/10/2022|On 4/10/22, a Balance Update decreased the Cannon Cart's HP in its unshielded form by 8%.",12
56,Mega Knight,"September 8th, 2017",08/09/2017,"09/10/2017|On 9/10/2017, the Epic Quests Update, fixed a bug where the Mega Knight would jump even if he was less than 4 tiles away from his target.
12/02/2018|On 12/2/2018, a Balance Update, decreased both his spawn and jump damage by 25%, and reduced his deployment radius, such that he will no longer be able to hit beyond the river with his spawn damage.
04/06/2018|On 4/6/2018, a Balance Update, increased both his spawn and jump damage by 23%, but also decreased his area damage by 7.5%.
20/06/2018|On 20/6/2018, the Summer 2018 Update, decreased his minimum jump range to 3.5 tiles (from 4 tiles).
05/11/2018|On 5/11/2018, a Balance Update, increased his hitspeed to 1.7 seconds (from 1.8 seconds).
28/01/2019|On 28/1/2019, the January 2019 Update, moved the Arena to unlock the Mega Knight from Hog Mountain (Arena 10) to Royal Arena (Arena 7).
01/07/2019|On 1/7/2019, the July 2019 Update, increased the Mega Knight's range to 1.2 tiles (from 1 tile), now classified as Melee: Medium.
02/04/2022|On 2/4/22, a Balance Update decreased the Mega Knight's spawn damage by 20%.
02/08/2022|On 2/8/22, a Balance Update increased his jump charge speed from 1.1 seconds to 0.9 seconds.",9
57,Skeleton Barrel,17 November 2017,17/11/2017,"12/12/2017|On 12/12/2017, the Electrifying Update allowed the Skeleton Barrel to deal Death Damage.
12/02/2018|On 12/2/2018, a Balance Update, decreased the number of spawned Skeletons to 6 (from 8).
25/04/2018|On 25/4/2018, the Clan Wars Update, increased the number of spawned Skeletons to 7 (from 6).
05/11/2018|On 5/11/2018, a Balance Update, increased the Skeleton Barrel's death damage by 62%.
07/04/2020|On 7/4/2020, a Balance Update, increased the Skeleton Barrel's speed to Fast (90) [from Medium (60)] but decreased its hitpoints by 15%.
09/12/2020|On 9/12/2020, a Balance Update, decreased the Skeleton Barrel's hitpoints by 19%.",6
58,Flying Machine,6 October 2017,06/10/2017,"01/04/2019|On 1/4/2019, a Balance Update, reduced the Flying Machine's hit speed to 1.1 seconds (from 1 second).",1
59,Wall Breakers,26 February 2019,26/02/2019,"04/03/2019|On 4/3/2019, a Balance Update, increased the Wall Breakers' hit speed to 1.2 seconds (from 1.5 seconds).
06/05/2019|On 6/5/2019, a Balance Update, increased the Wall Breakers' damage by 10%, their range by 100%, and re-centered their splash radius to damage nearby troops when attacking. The damage increase was not stated in the balance update video but is mentioned in the official release notes and on the Clash Royale Twitter page.
03/06/2019|On 3/6/2019, a Balance Update, changed the sound and visual effects of the Wall Breakers.
07/10/2019|On 7/10/2019, a Balance Update, lowered the Wall Breaker's Elixir cost to 2 (from 3), their damage was decreased by 10%, and their mass was increased by 100%. The deploy position of the Wall Breakers was also tweaked slightly, putting them a bit closer together.
04/11/2019|On 4/11/2019, a Balance Update, decreased the Wall Breakers' damage by 19% and decreased their splash radius from 2 tiles to 1.5 tiles. They also now spawn further apart.
01/06/2020|On 1/6/2020, a Balance Update, gave the Wall Breakers a new 0.1 seconds deploy stagger from each other.",6
60,Royal Hogs,20 June 2018,20/06/2018,"02/07/2018|On 2/7/2018, a Balance Update, added the Royal Hogs to Clan Wars Collection Day card pool.
06/08/2018|On 6/8/2018, a Balance Update, made the Royal Hogs' first attack quicker.
03/09/2018|On 3/9/2018, a Balance Update, decreased the Royal Hogs' hit speed to 1.2 seconds (from 1.1 seconds).
05/11/2018|On 5/11/2018, a Balance Update, decreased the Royal Hogs' damage by 6%, and reduced their mass by 50%.
04/11/2019|On 4/11/2019, a Balance Update, moved the Arena to unlock this card from Hog Mountain (Arena 10) to Royal Arena (Arena 7).
04/02/2020|On 4/2/2020, a Balance Update, increased the Royal Hogs' damage by 6%.
02/06/2020|On 2/6/2020, a Balance Update, gave the Royal Hogs a new 0.1 seconds deploy stagger from each other.
06/09/2021|On 6/9/21, a Balance Update, increased the Royal Hogs' damage by 6%.
03/02/2022|On 3/2/22, a Balance Update, decreased the Royal Hogs' damage by 3%.
04/10/2022|On 4/10/22, a Balance Update decreased the Royal Hogs' first attack speed to 0.4 seconds (from 0.25 seconds).",10
61,Goblin Giant,5 September 2018,05/09/2018,"01/10/2018|On 1/10/2018, a Balance Update, increased the Goblin Giant's hitpoints by 6%.
07/01/2019|On 7/1/2019, a Balance Update, increased the Goblin Giant's hitpoints by 3%, and increased the range of the Spear Goblins in the backpack to 5.5 tiles (from 5 tiles).
15/04/2019|On 15/4/2019, the April 2019 Update, fixed a bug where the Goblin Giant's Spear Goblins would not despawn correctly if the Goblin Giant scored a Touchdown, causing the Spear Goblins to remain intact and score a consecutive Touchdown immediately upon the beginning of the next round.
01/07/2019|On 1/7/2019, the July 2019 Update, decreased the Goblin Giant's range to 1.2 tiles (from 1.25 tiles), now classified as Melee: Medium.
09/12/2020|On 9/12/2020, a Balance Update, increased the Goblin Giant's hit speed to 1.5 seconds (from 1.7 seconds).",5
62,Fisherman,5 August 2019,05/08/2019,"02/09/2019|On 2/9/2019, a Balance Update, decreased the Fisherman's damage by 11% and his Elixir cost (from 4 to 3 Elixir).
05/09/2019|On 5/9/2019, a maintenance break, decreased the Fisherman's hitpoints by 5%.
07/10/2019|On 7/10/2019, a Balance Update, decreased the Fisherman's hitpoints by 5% and his damage by 6%.
04/11/2019|On 4/11/2019, a Balance Update, decreased the Fisherman's hook range by 1 tile (from 7 tiles to 6 tiles) and increased his hook charge time by 10% (from 1 second to 1.1 seconds).
07/01/2020|On 7/1/2020, a Balance Update, increased the Fisherman's Hook Range by 1 tile (from 6 to 7 tiles), but increased his hook charge time (from 1.1 seconds to 1.5 seconds).
07/07/2020|On 7/7/2020, a Balance Update, decreased the Fisherman's hook charge time by 13% (from 1.5 seconds to 1.3 seconds), and increased his hit speed by 13% (from 1.5 seconds to 1.3 seconds).
09/12/2020|On 9/12/2020, a Balance Update, decreased the Fisherman's hitpoints by 10%.",7
63,Magic Archer,2 March 2018,02/03/2018,"25/04/2018|On 25/4/2018, the Clan Wars Update, increased the Magic Archer's projectile speed, making him less likely to miss Very Fast moving troops.
20/06/2018|On 20/6/2018, the Summer 2018 Update, fixed a bug where the Magic Archer would extend his range and accidentally activate the King Tower. It also moved the Arena to unlock the Magic Archer from Electro Valley (Arena 11) to Hog Mountain (Arena 10).
05/11/2018|On 5/11/2018, a Balance Update, increased the Magic Archer's first attack speed to 0.9 seconds (from 0.4 seconds).
07/01/2019|On 7/1/2019, a Balance Update, decreased the Magic Archer's first attack speed to 0.6 seconds (from 0.9 seconds).
05/08/2019|On 5/8/2019, a Balance Update, increased the Magic Archer's damage by 16% but decreased his hit speed to 1.1 seconds (from 1 second).
07/04/2020|On 7/4/2020, a Balance Update, decreased the Magic Archer's targeting range to 6 tiles (from 7 tiles).
05/05/2020|On 5/5/2020, a Balance Update, increased the Magic Archer's targeting range to 7 tiles (from 6 tiles), but also decreased his hitpoints by 10%.",7
64,Electro Dragon,9 November 2018,09/11/2018,"03/12/2018|On 3/12/2018, a Balance Update, decreased the Electro Dragon’s hitpoints by 5% and made its first attack slower.",1
65,Firecracker,3 February 2020,03/02/2020,"07/07/2020|On 7/7/2020, a Balance Update, decreased the Firecracker's recoil range by 25% (from 2 tiles to 1.5 tiles).",1
66,Mighty Miner,30 March 2022,30/03/2022,"08/04/2022|On 8/4/22, a maintenance break reduced the Mighty Miner's ability cost to 1 from 2 and gave him immunity to knockback.
21/04/2022|On 21/4/22, a maintenance break reduced the bomb exploding speed to 1 sec from 3 sec.
04/10/2022|On 4/10/22, a Balance Update decreased the Mighty Miner's HP by 8%.",3
67,Elixir Golem,4 November 2019,04/11/2019,"02/12/2019|On 2/12/2019, a Balance Update, normalized the hit speed of all Elixir Golem forms to 1.3 seconds. Being beneficial to the Golem and Golemites, but hurting the blob damage per second significantly.
07/01/2020|On 7/1/2020, a Balance Update, reduced the hitpoints of all Elixir Golem forms by 6%.
07/06/2021|On 7/6/21, the 2021 Quarter 2 Update moved the Arena to unlock the Elixir Golem from Electro Valley (Arena 11) to Serenity Peak (Arena 14).
02/08/2022|On 2/8/22, a Balance Update increased the Elixir Golem's hitpoints by 9%, and the Elixir Golemite's hitpoints by 6%. It also increased the Elixir given by the Elixir Golem after being killed to 1 Elixir (from 0), the Elixir given by the Elixir Golemite after being killed to 0.5 Elixir (from 0), and the Elixir given by the Elixir Blob after being killed to 0.5 Elixir (from 1). The card description was also changed. It used to read ""Splits into two Elixir Golemites when destroyed, which split into two sentient Blobs when defeated. A Blob gives your opponent 1 Elixir when destroyed!""
04/10/2022|On 4/10/22, a Balance Update increased the Elixir Golem's hit speed to 1.1 seconds (from 1.3 seconds). This affects all forms of the troop (Golem, Golemite, Blob).",5
68,Battle Healer,6 January 2020,06/01/2020,"03/12/2019|On 3/12/2019, a maintenance break, changed the Battle Healer's card info localization. The card description for the Battle Healer was also changed slightly. It used to say, “With each attack, she unleashes a powerful healing aura that restores Hitpoints to friendly Troops. Outside of combat she passively heals herself!”
05/05/2020|On 5/5/2020, a Balance Update, decreased the Battle Healer's hitpoints by 10%.
06/10/2020|On 6/10/2020, a Balance Update, allowed the Battle Healer to hover, meaning it can cross the river and will collide with air troops instead of ground troops.
18/11/2020|On 18/11/2020, the Clan Wars Improvement Update, changed the hover mechanic. The Battle Healer would no longer pass through buildings, push back air troops, or bounce off the river when knocked back.",4
69,Skeleton King,27 October 2021,27/10/2021,"04/11/2021|On 4/11/21, a maintenance break increased his damage by 14%, area damage radius by 30%, and made him immune to non-Log knockback sources.
07/06/2022|On 7/6/22, a Balance Update decreased the number of Skeletons which his Soul Summoning ability spawns from 20 to 18.
02/08/2022|On 2/8/22, a Balance Update decreased the number of Skeletons which his Soul Summoning ability spawns from 18 to 16.",3
70,Archer Queen,27 October 2021,27/10/2021,"11/04/2021|On 11/04/21, a maintenance break increased the Cloaking Cape's cooldown (from 11 seconds to 15 seconds) and decreased its duration (from 3.5 seconds to 3 seconds).
03/02/2022|On 3/2/22, a Balance Update decreased the Archer Queen's movement speed to Slow (from Medium) while Cloaking Cape is active.
04/04/2022|On 4/4/22, the April Update decreased the Archer Queen's hit speed buff while cloaked from 200% to 180%.",3
71,Golden Knight,27 October 2021,27/10/2021,"03/02/2022|In 3/2/22, a Balance Update decreased the maximum dash range of the Golden Knight's dash to to 5 tiles (from 6 tiles) and increased the cooldown time of Dashing Dash to 11 seconds (from 8 seconds).
04/04/2022|In 4/4/22, a Balance Update reverted the maximum dash range of the Golden Knight's dash to 6 (from 5 tiles) but made it so that the dash would end if a Crown Tower is hit.
02/08/2022|On 2/8/22, a Balance Update decreased the Golden Knight's HP by 10%.",3
72,Skeleton Dragons,6 July 2020,06/07/2020,"07/07/2020|On 7/7/2020, a Balance Update, decreased the Skeleton Dragons' damage by 6%.
06/10/2020|On 6/10/2020, a Balance Update, decreased the Skeleton Dragons' hit speed by 12% (from 1.7 sec to 1.9 sec).",2
73,Mother Witch,7 December 2020,07/12/2020,"30/03/2021|On 30/3/21, a Balance Update increased her hit speed to 1.1 sec (from 1.2 sec), increased her first attack speed to 0.4 sec (from 0.5 sec) & increased her damage by 14%.
06/09/2021|On 6/9/21, a Balance Update decreased the Mother Witch's hitpoints by 4%.
27/10/2021|On 27/10/21, the 2021 Quarter 3 Update added the level 14 Mother Witch.
07/12/2021|On 7/12/21, the 2021 Quarter 4 Update decreased the hitpoints of the Mother Witch by 18%.
07/06/2022|On 7/6/22, a Balance Update increased her hit speed to 1 sec (from 1.1 sec).",5
74,Electro Spirit,2 November 2020,02/11/2020,,0
75,Electro Giant,2 November 2020,02/11/2020,"14/10/2020|On 14/10/2020, a maintenance break, increased the Electro Giant's hitpoints by 12.5%.
18/11/2020|On 18/11/2020, the Clan Wars Improvement Update, made the Electro Giant's reflected damage scale with its level. Additionally, certain interactions with the reflected damage were changed. For example, each of the Hunter's pellets no longer count as individual attacks versus the Electro Giant. Previously, if the Hunter hit the Electro Giant from a point-blank range, the Hunter would take reflected damage 10 times and die instantly.
19/11/2020|On 19/11/2020, a maintenance break, fixed a bug where using Lightning on an Electro Giant would cause the game to crash.
06/09/2021|On 6/9/21, a Balance Update decreased the Electro Giant's hitpoints by 4%.
04/04/2022|On 4/4/22, the 2022 Quarter 1 Update decreased the Electro Giant elixir cost to 7 (from 8), but also decreased his hitpoints and damage by 15%.
07/06/2022|On 7/6/22, a Balance Update increased the Electro Giant's hitpoints by 9%.
02/08/2022|On 2/8/22, a Balance Update decreased the Electro Giant's reflected tower damage by 33%.",7
76,Cannon,4 January 2016,04/01/2016,"02/02/2016|On 2/2/2016, the February 2016 Update, decreased the Cannon's Elixir cost to 3 (from 6), its range to 6 tiles (from 7 tiles), its lifetime to 40 seconds (from 60 seconds), and decreased its hitpoints by 55%.
23/03/2016|On 23/3/2016, a Balance Update, decreased the Cannon's lifetime to 30 seconds (from 40 seconds).
03/05/2016|On 3/5/2016, the May 2016 Update, increased the Common card level cap to 13 (from 12). The update also fixed the “range bug”, which decreased the Cannon's range to 5.5 tiles (from 6 tiles) but its effective range was unchanged. The Cannon's hitpoints were also decreased by 11%.
18/05/2016|On 18/5/2016, a Balance Update, decreased the Cannon's hitpoints by 5%.
21/06/2016|On 21/6/2016, a Balance Update, decreased the Cannon's hitpoints by 8%.
20/06/2018|On 20/6/2018, the Summer 2018 Update, fixed a bug where the Cannon would occasionally stop shooting at the edge of its range.
01/07/2019|On 1/7/2019, the July 2019 Update, increased the Cannon's damage by 32% but decreased its hit speed to 1 second (from 0.8 seconds). There was also an unannounced change to Cannon's first hit speed, an increase to 1 second (from 0.7 seconds).
03/03/2020|On 3/3/2020, a Balance Update, increased the Cannon's damage by 5%.
07/06/2021|On 7/6/21, a Balance Update increased the Cannon's hit speed to 0.9 seconds (from 1 second).
04/10/2022|On 4/10/22, a Balance Update decreased the Cannon's HP by 8%.",10
77,Goblin Hut,4 January 2016,04/01/2016,"29/02/2016|On 29/2/2016, the March 2016 Update, decreased the sight range of the Spear Goblins.
03/05/2016|On 3/5/2016, the May 2016 Update, increased the Rare card level cap to 11 (from 10). The update also fixed the ""range bug"", which decreased the Spear Goblins' range to 5 tiles (from 5.5 tiles) but their effective range is unchanged.
19/04/2017|On 19/4/2017, a Balance Update, increased the Goblin Hut's hitpoints by 5%.
09/10/2017|On 9/10/2017, the Epic Quests Update, increased the Spear Goblins' hit speed to 1.1 seconds (from 1.3 seconds).
24/01/2018|On 24/1/2018, a Balance Update, decreased the spawn speed to 5 seconds (from 4.9 seconds). This change makes the Goblin Hut spawn 1 fewer Spear Goblin.
25/04/2018|On 25/4/2018, the Clan Wars Update, decreased the Spear Goblins’ hit speed to 1.2 seconds (from 1.1 seconds).
04/06/2018|On 4/6/2018, a Balance Update, increased the Spear Goblins’ damage by 34%, but also decreased their hit speed to 1.7 seconds (from 1.2 seconds), make their first attack slower and decreased the Goblin Hut’s lifetime to 50 sec (from 60 sec).
01/10/2018|On 1/10/2018, a Balance Update, increased the Goblin Hut's spawn speed to 4.75 seconds (from 5 seconds). This change made the Goblin Hut spawn 1 more Spear Goblin.
01/04/2019|On 1/4/2019, a Balance Update, increased the Goblin Hut's spawn speed to 4.5 seconds (from 4.75 seconds).
15/04/2019|On 15/4/2019, the April 2019 Update, changed the Goblin Hut's card image and also added an extra Star Level. The card's description flavour text was also changed slightly. It used to read “Building that spawns Spear Goblins. But don't look inside. You don't want to see how they are made.”
07/04/2020|On 7/4/2020, a Balance Update, decreased the Goblin Hut's lifetime to 40 seconds (from 50 seconds) but also made the building spawn three Spear Goblins upon destruction.
05/05/2020|On 5/5/2020, a Balance Update, decreased the Goblin Hut's hitpoints by 35%.
07/12/2021|On 7/12/21, the 2021 Quarter 4 Update decreased the Goblin Hut's hitpoints by 17%, its lifetime to 31 seconds (from 40 seconds) and its spawn speed interval to 4 seconds (from 4.5 seconds).",13
78,Mortar,4 January 2016,04/01/2016,"11/01/2016|On 11/1/2016, the First Update, decreased the Mortar's lifetime to 40 seconds (from 60 seconds).
02/02/2016|On 2/2/2016, the February 2016 Update, decreased the Mortar's cost to 4 Elixir (from 6 Elixir), its damage by 40%, its lifetime to 20 seconds (from 40 seconds), and its maximum range decreased to 12 tiles (from 13 tiles).
09/02/2016|On 9/2/2016, the Chest Rewards & Card Balance Update, increased the Mortar's lifetime to 30 seconds (from 20 seconds).
03/05/2016|On 3/5/2016, the May 2016 Update, increased the Common card level cap to 13 (from 12), increased the Mortar's deployment time to 5 seconds (from 3 seconds) and decreased its damage by 10%. This update also fixed the “range bug” and decreased the Mortar's range to 4.5-11 tiles (from 5-12 tiles) but its effective range is unchanged.
21/06/2016|On 21/6/2016, a Balance Update, decreased the Mortar's deployment time to 4 seconds (from 5 seconds).
15/12/2016|On 15/12/2016, the December 2016 Update, increased the Mortar's Area Damage radius to 2 tiles (from 1.8 tiles).
11/08/2017|On 11/8/2017, a Balance Update, decreased the Mortar's deployment time to 3.5 seconds (from 4 seconds).
12/12/2017|On 12/12/2017, the Electrifying Update, fixed a bug where the Mortar would not shoot troops close to its blind spot.
24/01/2018|On 24/1/2018, a Balance Update, decreased the minimum range to 3.5 tiles (from 4.5 tiles).
25/04/2018|On 25/4/2018, the Clan Wars Update, changed the Mortar's card description. It used to read “Defensive building with a long range. Shoots exploding boulders that deal area damage. Cannot shoot at targets that get very close!”
20/06/2018|On 20/6/2018, the Summer 2018 Update, fixed a bug where the Mortar would occasionally stop shooting at the edge of its range.
02/07/2018|On 2/7/2018, a Balance Update, decreased the Mortar's area damage by 3.5% and its hitpoints by 4%.
04/10/2022|On 4/10/22, a Balance Update decreased the Mortar's HP by 7%.",13
79,Inferno Tower,4 January 2016,04/01/2016,"02/02/2016|On 2/2/2016, the February 2016 Update, decreased the Inferno Tower's lifetime to 45 seconds (from 60 seconds) and reduced its retargeting speed by 50%.
19/02/2016|On 19/2/2016, a Balance Update decreased the Inferno Tower's hitpoints by 6% and lifetime to 40 seconds (from 45 seconds).
03/05/2016|On 3/5/2016, the May 2016 Update, increased the Rare card level cap to 11 (from 10). The update also fixed the “range bug”, which decreased the Inferno Tower's range to 6 tiles (from 6.5 tiles) but its effective range is unchanged.
04/07/2016|On 4/7/2016, the Tournaments Update, increased the Inferno Tower's hitpoints by 6%. It also gave Zap and Freeze the ability to reset the damage output.
01/11/2016|On 1/11/2016, the November 2016 Update, decreased the Inferno Tower's hitpoints by 6%.
09/10/2017|On 9/10/2017, the Epic Quests Update, fixed a bug where the Inferno Tower's damage did not reset after breaking a shield. This change was reverted on 11/10/2017, in a maintenance break.
12/12/2017|On 12/12/2017, the Electrifying Update, reverted the Inferno Tower to its state on 9/10/2017. More specifically, the Inferno Tower's damage would now reset after breaking a shield.
20/06/2018|On 20/6/2018, the Summer 2018 Update, fixed a bug where the Inferno Tower would occasionally stop shooting at the edge of its range.
05/11/2018|On 5/11/2018, a Balance Update, increased the Inferno Tower's hitpoints by 3%.
01/07/2019|On 1/7/2019, the July 2019 Update, decreased the Inferno Tower's lifetime to 30 seconds (from 40 seconds).
03/02/2022|On 3/2/2022, a Balance Update increased the Inferno Tower's first hit speed by 25%",11
80,Bomb Tower,4 January 2016,04/01/2016,"02/02/2016|On 2/2/2016, the February 2016 Update, increased the Bomb Tower's hit speed to 1.7 seconds (from 1.8 seconds).
09/02/2016|On 9/2/2016, the Chest Rewards & Card Balance Update, increased the Bomb Tower's hit speed to 1.6 seconds (from 1.7 seconds).
29/02/2016|On 29/2/2016, the March 2016 Update, changed the Bomb Tower so that it would no longer stop its attack if its target dies during the attack animation.
03/05/2016|On 3/5/2016, the May 2016 Update, increased the Rare card level cap to 11 (from 10), and decreased the Bomb Tower's lifetime to 40 sec (from 60 sec). This update also fixed the ""range bug"" and decreased the Bomb Tower's range to 6 (from 6.5) but its effective range was unchanged.
04/07/2016|On 4/7/2016, the Tournaments Update, increased the Bomb Tower's hitpoints by 6%.
13/03/2017|On 13/3/2017, the March 2017 Update, increased the Bomb Tower's projectile speed by 66%.
20/06/2018|On 20/6/2018, the Summer 2018 Update, moved the Arena to unlock the Bomb Tower from Bone Pit (Arena 2) to Hog Mountain (Arena 10). It also fixed a bug where the Bomb Tower would occasionally stop shooting at the edge of its range.
06/08/2018|On 6/8/2018, a Balance Update, decreased the Bomb Tower's Elixir cost to 4 (from 5), but also decreased its lifetime to 35 sec (from 40 sec) and its hitpoints by 33%.
01/10/2018|On 1/10/2018, a Balance Update, increased the Bomb Tower's damage by 5%.
04/03/2019|On 4/3/2019, a Balance Update, added death damage to the Bomb Tower (does 2x normal damage).
01/06/2020|On 1/6/2020, a Balance Update, reduced the Bomb Tower's lifetime to 25 seconds (from 35 seconds).
30/03/2021|On 30/3/21, a Balance Update decreased the Bomb Tower's death damage by 50%.
06/09/2021|On 6/9/21, a Balance Update increased the Bomb Tower's lifetime from 25 seconds to 30 seconds.",13
81,Barbarian Hut,4 January 2016,04/01/2016,"02/02/2016|On 2/2/2016, the February 2016 Update, increased the Barbarian Hut's hitpoints by 10%. However, the same update also decreased the spawned Barbarians' hitpoints by 4%.
29/02/2016|On 29/2/2016, the March 2016 Update, decreased the sight range of the Barbarians.
04/06/2018|On 4/6/2018, a Balance Update, increased the Barbarians‘ hit speed to 1.4 seconds (from 1.5 seconds).
07/01/2019|On 7/1/2019, a Balance Update, decreased the Barbarian Hut's hitpoints by 7%.
04/03/2019|On 4/3/2019, a Balance Update, decreased the Barbarians' hitpoints by 13%.
04/02/2020|On 4/2/2020, a Balance Update, decreased the Barbarian Hut’s lifetime to 50 seconds (from 60 seconds), but also increased spawn speed to 12.5 seconds (from 14 seconds), and made this building spawn two Barbarians upon destruction. A small change was also made to the card's description.
05/05/2020|On 5/5/2020, a Balance Update, decreased the Barbarian Hut's hitpoints by 19.5%.
09/12/2020|On 9/12/2020, a Balance Update, decreased the Barbarian Hut's hitpoints by 21%.
07/12/2021|On 7/12/21, the 2021 Quarter 4 Update reduced the hitpoints of the Barbarian Hut by 15%, it's lifetime to 40 seconds (from 50 seconds) and it's spawn speed interval to 10 seconds (from 12.5 seconds).
07/06/2022|On 7/6/22, a Balance Update increased the Barbarian‘s hit speed to 1.3 seconds (from 1.4 seconds).
04/10/2022|On 4/10/22, a Balance Update decreased the Barbarian Hut's Elixir cost to 6 (from 7), and its spawn speed to 15 seconds (from 11 seconds). It also made it so 3 Barbarians will spawn (from 2), decreased its lifetime to 30 seconds (from 40 seconds), and decreased its death spawn Barbarians to 1 (from 2).",11
82,Tesla,4 January 2016,04/01/2016,"09/02/2016|On 9/2/2016, the Chest Rewards & Card Balance Update, increased the Tesla's damage by 7%.
29/02/2016|On 29/2/2016, the March 2016 Update, decreased the Tesla's hitpoints by 5%.
23/03/2016|On 23/3/2016, a Balance Update, decreased the Tesla's hit speed to 0.8 seconds (from 0.7 seconds) and its lifetime to 40 seconds (from 60 seconds).
03/05/2016|On 3/5/2016, the May 2016 Update, increased the Common card level cap to 13 (from 12) and fixed the ""range bug"" and decreased the Tesla's range to 5.5 (from 6) but its effective range is unchanged.
18/05/2016|On 18/5/2016, a Balance Update, increased the Tesla's hitpoints by 5%.
21/06/2016|On 21/6/2016, a Balance Update, increased the Tesla's hitpoints by 8%.
09/10/2017|On 9/10/2017, the Epic Quests Update, increased the Tesla's damage by 41% but decreased its hit speed to 1 second (from 0.8 seconds).
20/06/2018|On 20/6/2018, the Summer 2018 Update, moved the Arena to unlock the Tesla from P.E.K.K.A.'s Playhouse (Arena 4) to Electro Valley (Arena 11). It also fixed a bug where the Tesla would occasionally stop shooting at the edge of its range.
06/08/2018|On 6/8/2018, a Balance Update, decreased the Tesla's lifetime to 35 seconds (from 40 seconds) and increased its hit speed to 1.1 seconds (from 1 second).
03/12/2018|On 3/12/2018, a Balance Update, made the Tesla’s first attack faster.
03/03/2020|On 3/3/2020, a Balance Update, allowed the Earthquake to affect the Tesla even if it is hidden.
06/09/2021|On 6/9/21, a Balance Update decreased the Tesla's lifetime to 30 seconds (from 35 seconds).
